Outcome,Weekend,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Hospitalizations,17-07-21,All,4.4,0.4,0,11,0,5.9,0.3,0,19.3,0,1181533,1367281,0,52,6,0,999,999
Cases,24-12-22,50_64,493.5,119.6,187.6,4.1,2.6,0,0,0,0,0,35058,125409,246789,173,150,463,50,64
Deaths,09-04-21,30_49,2.5,0,0,0,0,0,0,0,0,0,237570,516114,0,6,0,0,30,49
Deaths,12-03-22,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,26-11-22,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Cases,25-03-23,18_29,69.5,32.7,45.2,2.1,1.5,0,0,0,0,0,76243,213785,161673,53,70,73,18,29
Cases,29-10-22,80+,122.4,211.1,165.7,0.6,0.7,0,0,0,0,0,25326,11370,47077,31,24,78,80,200
Cases,18-02-23,1_12,210.6,74.1,74.1,2.8,2.8,0,0,0,0,0,33231,86353,44558,70,64,33,12,17
Deaths,20-08-22,All,0.8,0.2,0.5,4,1.6,0.8,0.6,0.3,1.4,2.4,608684,846709,1022491,5,2,5,999,999
Deaths,18-03-23,All,0.2,0.3,0.2,0.7,1,0.1,0.7,0.1,0.2,1.2,542688,858373,1040492,1,3,2,999,999
Hospitalizations,03-04-23,30_49,5.4,2.5,3.5,2.2,1.5,0,0,0,0,0,110600,277895,347260,6,7,12,30,49
Deaths,04-03-21,1_12,0,0,0,0,0,0,0,0,0,0,178794,0,0,0,0,0,12,17
Hospitalizations,06-05-21,50_64,25.5,0.4,0,63.8,0,0,0,0,0,0,121592,270415,0,31,1,0,50,64
Deaths,17-04-21,30_49,0.7,0,0,0,0,0,0,0,0,0,419282,148748,0,3,0,0,30,49
Deaths,09-03-22,All,0.5,0.1,0.4,5,1.2,0.5,0.1,0.3,4.5,1.8,604544,842367,1030965,3,1,4,999,999
Deaths,27-08-22,30_49,0,0,0,0,0,0,0,0,0,0,125403,276779,345420,0,0,0,30,49
Cases,12-11-21,1_12,750.4,134.9,0,5.6,0,0,0,0,0,0,57433,105995,469,431,143,0,12,17
Deaths,13-08-22,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Cases,05-06-23,30_49,52.3,22.3,27.1,2.3,1.9,0,0,0,0,0,109056,278396,347295,57,62,94,30,49
Deaths,10-07-23,18_29,0,0,0,0,0,0,0,0,0,0,71968,214276,161803,0,0,0,18,29
Hospitalizations,10-09-21,65_79,34.1,8.9,0,3.8,0,0,0,0,0,0,61521,191460,0,21,17,0,65,79
Deaths,26-03-22,30_49,0,0,0,0,0,0,0,0,0,0,133230,291909,322847,0,0,0,30,49
Deaths,25-03-23,30_49,0,0,0.3,0,0,0,0,0,0,0,110064,278072,347275,0,0,1,30,49
Deaths,06-05-21,80+,8.7,0,0,0,0,0,0,0,0,0,34448,49247,0,3,0,0,80,200
Cases,09-04-21,5_11,154.4,0,0,0,0,0,0,0,0,0,210448,0,0,325,0,0,5,11
Deaths,16-04-22,All,0.5,0,0.1,0,5,0.8,0,0.1,0,14.3,653769,896402,943061,3,0,1,999,999
Cases,28-05-22,5_11,317.7,422.5,717.7,0.8,0.4,0,0,0,0,0,100718,94665,418,320,400,3,5,11
Cases,16-10-21,65_79,111.7,41.5,0,2.7,0,0,0,0,0,0,60852,182996,0,68,76,0,65,79
Deaths,03-04-23,5_11,0,0,0,0,0,0,0,0,0,0,91467,82250,21203,0,0,0,5,11
Hospitalizations,09-03-22,18_29,7.7,1.4,1.2,5.5,6.4,0,0,0,0,0,90904,211667,160838,7,3,2,18,29
Cases,26-08-23,65_79,86.8,43.8,68.1,2,1.3,0,0,0,0,0,39187,43414,171755,34,19,117,65,79
Deaths,14-10-23,18_29,0,0,0,0,0,0,0,0,0,0,71300,214478,161898,0,0,0,18,29
Hospitalizations,11-12-22,5_11,1.1,0,0,0,0,0,0,0,0,0,93466,80777,21043,1,0,0,5,11
Deaths,18-11-23,65_79,0,0,0,0,0,0,0,0,0,0,37394,44197,172519,0,0,0,65,79
Cases,24-04-21,1_12,155.6,0,0,0,0,0,0,0,0,0,170936,0,0,266,0,0,12,17
Deaths,07-02-22,30_49,0,0.4,0,0,0,0,0,0,0,0,127872,280840,339580,0,1,0,30,49
Cases,06-12-21,65_79,33.2,9.9,0,3.4,0,0,0,0,0,0,75414,181840,0,25,18,0,65,79
Hospitalizations,08-05-23,80+,12.3,43.9,14.9,0.3,0.8,0,0,0,0,0,24475,11382,47131,3,5,7,80,200
Deaths,20-05-23,50_64,0,0,0,0,0,0,0,0,0,0,32964,125743,246910,0,0,0,50,64
Cases,20-11-21,18_29,289.3,104.3,56.8,2.8,5.1,0,0,0,0,0,157265,308782,19377,455,322,11,18,29
Deaths,22-01-22,80+,199.5,125.9,15.4,1.6,13,0,0,0,0,0,27573,17479,39032,55,22,6,80,200
Deaths,05-06-23,65_79,0,0,0,0,0,0,0,0,0,0,39631,43437,171727,0,0,0,65,79
Cases,06-12-21,5_11,13.8,0,0,0,0,0,0,0,0,0,210448,0,0,29,0,0,5,11
Hospitalizations,09-02-23,1_12,0,2.3,2.2,0,0,0,0,0,0,0,31774,86575,44595,0,2,1,12,17
Hospitalizations,26-03-22,5_11,0,0,0,0,0,0,0,0,0,0,103859,89867,0,0,0,0,5,11
Cases,28-01-23,65_79,106.7,103.7,102.5,1,1,0,0,0,0,0,40317,43381,171689,43,45,176,65,79
Deaths,04-02-22,All,0,0.2,0,0,0,0,0.3,0,0,0,657870,901409,932489,0,2,0,999,999
Cases,28-05-22,30_49,351.7,194.8,397.2,1.8,0.9,0,0,0,0,0,129368,283855,335115,455,553,1331,30,49
Hospitalizations,13-08-22,5_11,1,1.2,0,0.8,0,0,0,0,0,0,96738,85405,12921,1,1,0,5,11
Deaths,11-11-23,65_79,2.7,0,0,0,0,0,0,0,0,0,37622,44141,172402,1,0,0,65,79
Cases,12-03-22,50_64,481,155.6,189.7,3.1,2.5,0,0,0,0,0,35761,125353,246742,172,195,468,50,64
Deaths,30-04-22,18_29,0,0,0,0,0,0,0,0,0,0,96979,218010,150062,0,0,0,18,29
Deaths,15-10-22,1_12,0,0,0,0,0,0,0,0,0,0,34672,85875,44459,0,0,0,12,17
Cases,08-07-21,65_79,102.2,42,0,2.4,0,0,0,0,0,0,68485,192863,0,70,81,0,65,79
Hospitalizations,29-05-21,18_29,6.9,0,0,0,0,0,0,0,0,0,246752,207387,0,17,0,0,18,29
Hospitalizations,22-10-22,80+,27.5,52.8,42.5,0.5,0.6,0,0,0,0,0,25467,11367,47073,7,6,20,80,200
Deaths,19-03-22,30_49,0,0,0,0,0,0,0,0,0,0,133820,292802,320838,0,0,0,30,49
Deaths,10-02-21,18_29,0,0,0,0,0,0,0,0,0,0,175617,307962,0,0,0,0,18,29
Hospitalizations,23-07-22,All,15,9.2,10.4,1.6,1.4,18.8,12.6,7.3,1.5,2.6,620290,856799,1004817,93,79,105,999,999
Hospitalizations,10-07-23,65_79,20.7,9.2,11.1,2.2,1.9,0,0,0,0,0,38643,43457,171823,8,4,19,65,79
Hospitalizations,03-05-22,All,4.2,2.9,1.4,1.4,3,4.9,3.3,1,1.5,4.9,668131,908622,900419,28,26,13,999,999
Deaths,18-06-22,18_29,0,0,0,0,0,0,0,0,0,0,94340,215224,154755,0,0,0,18,29
Cases,09-09-23,5_11,19,10.9,9.4,1.7,2,0,0,0,0,0,89422,82670,21265,17,9,2,5,11
Deaths,07-03-21,30_49,1.1,0,0,0,0,0,0,0,0,0,284806,473790,0,3,0,0,30,49
Deaths,25-06-22,50_64,0,0,0.4,0,0,0,0,0,0,0,42094,130098,239606,0,0,1,50,64
Deaths,10-08-22,5_11,0,0,0,0,0,0,0,0,0,0,94508,81111,19812,0,0,0,5,11
Deaths,08-05-23,1_12,0,0,0,0,0,0,0,0,0,0,32022,86577,44592,0,0,0,12,17
Hospitalizations,03-05-22,1_12,0,1,0,0,0,0,0,0,0,0,39213,95932,27517,0,1,0,12,17
Cases,30-07-22,5_11,149.4,127.7,92.3,1.2,1.6,0,0,0,0,0,97719,86946,10832,146,111,10,5,11
Hospitalizations,04-01-23,18_29,5.3,0.9,2.5,5.9,2.1,0,0,0,0,0,76086,213847,161677,4,2,4,18,29
Hospitalizations,30-07-22,All,14.1,7.1,10.4,2,1.4,18.4,9.5,7.3,1.9,2.5,617241,853308,1009629,87,61,105,999,999
Cases,04-03-21,50_64,224.4,22.6,0,9.9,0,0,0,0,0,0,234356,66383,0,526,15,0,50,64
Deaths,17-09-22,80+,3.8,0,4.3,0,0.9,0,0,0,0,0,26096,11381,47028,1,0,2,80,200
Hospitalizations,14-01-23,All,13.2,6.1,10.2,2.2,1.3,17.8,8.7,7,2,2.6,552001,854759,1040217,73,52,106,999,999
Hospitalizations,02-11-23,65_79,27.4,27.7,19.8,1,1.4,0,0,0,0,0,40183,43393,171693,11,12,34,65,79
Deaths,17-07-21,All,0.5,0,0,0,0,0.8,0,0,0,0,1181533,1367281,0,6,0,0,999,999
Deaths,15-01-22,18_29,0,0.4,0,0,0,0,0,0,0,0,121679,248007,93335,0,1,0,18,29
Deaths,04-02-22,50_64,0,0.7,0,0,0,0,0,0,0,0,45178,138856,227154,0,1,0,50,64
Cases,25-09-21,65_79,107.5,48.6,0,2.2,0,0,0,0,0,0,63251,193577,0,68,94,0,65,79
Deaths,20-05-23,18_29,0,0,0,0,0,0,0,0,0,0,75004,214136,161691,0,0,0,18,29
Deaths,07-09-22,30_49,0,0,0,0,0,0,0,0,0,0,127602,280376,340282,0,0,0,30,49
Cases,03-04-23,18_29,136.7,43.5,60,3.1,2.3,0,0,0,0,0,76784,213571,161659,105,93,97,18,29
Cases,07-01-23,30_49,13.9,6.8,8.3,2,1.7,0,0,0,0,0,107930,278403,347308,15,19,29,30,49
Deaths,14-10-23,65_79,0,0,0.6,0,0,0,0,0,0,0,38416,43494,171905,0,0,1,65,79
Cases,27-05-23,50_64,36.5,15.1,19.4,2.4,1.9,0,0,0,0,0,32906,125743,246912,12,19,48,50,64
Cases,02-05-22,1_12,234.8,143.6,87.9,1.6,2.7,0,0,0,0,0,42597,97526,18212,100,140,16,12,17
Hospitalizations,28-10-23,All,4.1,1.4,3.7,2.9,1.1,4.9,2.5,2.5,2,2,514722,862266,1043533,21,12,39,999,999
Hospitalizations,17-07-21,50_64,7.6,0.6,0,12.7,0,0,0,0,0,0,105017,308063,0,8,2,0,50,64
Hospitalizations,18-06-22,50_64,37.8,5.4,6.3,7,6,0,0,0,0,0,42287,130631,238855,16,7,15,50,64
Cases,19-02-22,30_49,111.7,50.8,82,2.2,1.4,0,0,0,0,0,137833,299049,303628,154,152,249,30,49
Deaths,18-02-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Cases,11-04-23,80+,37.4,77.9,95.2,0.5,0.4,0,0,0,0,0,24080,11553,47261,9,9,45,80,200
Deaths,28-10-23,80+,4.1,17.4,0,0.2,0,0,0,0,0,0,24124,11521,47222,1,2,0,80,200
Hospitalizations,28-10-23,80+,16.6,34.7,21.2,0.5,0.8,0,0,0,0,0,24124,11521,47222,4,4,10,80,200
Deaths,09-11-21,50_64,10.6,0.3,0,35.3,0,0,0,0,0,0,84837,325536,0,9,1,0,50,64
Hospitalizations,22-01-22,18_29,31,6.3,1.9,4.9,16.3,0,0,0,0,0,116024,239720,103823,36,15,2,18,29
Deaths,28-10-23,65_79,0,0,0.6,0,0,0,0,0,0,0,37995,43884,172161,0,0,1,65,79
Hospitalizations,07-08-23,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Hospitalizations,11-12-22,All,15.4,4.5,9,3.4,1.7,19.1,6.8,6.2,2.8,3.1,570386,848167,1039564,88,38,94,999,999
Deaths,19-08-23,50_64,0,0,0,0,0,0,0,0,0,0,32398,125726,246936,0,0,0,50,64
Deaths,23-09-23,18_29,0,0,0,0,0,0,0,0,0,0,72891,214123,161728,0,0,0,18,29
Deaths,15-10-22,All,1,0,0.1,0,10,1,0,0.1,0,17.3,584290,844343,1038311,6,0,1,999,999
Deaths,06-05-21,18_29,0,0,0,0,0,0,0,0,0,0,241512,225206,0,0,0,0,18,29
Hospitalizations,01-07-23,All,18.1,6.4,12.7,2.8,1.4,22.7,10.5,8.5,2.2,2.7,553739,854331,1040190,100,55,132,999,999
Hospitalizations,09-11-21,1_12,6.8,0,0,0,0,0,0,0,0,0,73661,83778,0,5,0,0,12,17
Hospitalizations,12-11-21,5_11,2,0,0,0,0,0,0,0,0,0,151855,2846,0,3,0,0,5,11
Cases,24-12-22,5_11,166.4,116.7,175,1.4,1,0,0,0,0,0,92531,81440,21142,154,95,37,5,11
Deaths,01-08-22,65_79,73.6,28.5,3,2.6,24.5,0,0,0,0,0,51599,73634,133598,38,21,4,65,79
Cases,29-04-23,80+,28.5,43.9,74.3,0.6,0.4,0,0,0,0,0,24593,11384,47127,7,5,35,80,200
Cases,03-12-22,0_4,35.7,0,0,0,0,0,0,0,0,0,162642,0,0,58,0,0,0,4
Cases,07-10-21,65_79,13.9,6.3,0,2.2,0,0,0,0,0,0,71806,189097,0,10,12,0,65,79
Hospitalizations,03-12-22,80+,14.7,13.9,11.7,1.1,1.3,0,0,0,0,0,27140,14363,42701,4,2,5,80,200
Cases,05-07-22,50_64,308,134.5,265.4,2.3,1.2,0,0,0,0,0,43830,134524,233206,135,181,619,50,64
Deaths,12-11-21,1_12,0,0,0,0,0,0,0,0,0,0,57433,105995,469,0,0,0,12,17
Deaths,18-06-22,1_12,0,0,0,0,0,0,0,0,0,0,36709,92398,36325,0,0,0,12,17
Hospitalizations,20-05-23,30_49,3.7,0.4,0.3,9.2,12.3,0,0,0,0,0,108712,278401,347297,4,1,1,30,49
Hospitalizations,13-05-23,50_64,3,3.2,3.6,0.9,0.8,0,0,0,0,0,33018,125743,246910,1,4,9,50,64
Cases,04-01-23,1_12,75.9,41.6,51.6,1.8,1.5,0,0,0,0,0,32922,86490,44568,25,36,23,12,17
Cases,22-10-22,0_4,58.4,6.1,0,9.6,0,0,0,0,0,0,162642,0,0,95,10,0,0,4
Hospitalizations,22-10-22,30_49,8.4,2.5,3.2,3.4,2.6,0,0,0,0,0,119057,276343,347017,10,7,11,30,49
Deaths,18-03-23,50_64,0,0.8,0,0,0,0,0,0,0,0,33625,125634,246883,0,1,0,50,64
Cases,21-08-21,65_79,134.9,54.6,0,2.5,0,0,0,0,0,0,66724,194251,0,90,106,0,65,79
Hospitalizations,06-11-22,1_12,2.7,1.1,2.8,2.5,1,0,0,0,0,0,36826,92726,35890,1,1,1,12,17
Cases,04-10-21,18_29,336.3,45.8,0,7.3,0,0,0,0,0,0,353270,54598,0,1188,25,0,18,29
Deaths,13-08-22,1_12,0,0,0,0,0,0,0,0,0,0,35638,88571,41021,0,0,0,12,17
Cases,25-12-21,5_11,845.2,495.4,0,1.7,0,0,0,0,0,0,143394,37144,0,1212,184,0,5,11
Deaths,19-08-23,5_11,0,0,0,0,0,0,0,0,0,0,89655,82672,21262,0,0,0,5,11
Cases,15-10-22,30_49,137.5,52.5,81,2.6,1.7,0,0,0,0,0,119967,276252,346982,165,145,281,30,49
Hospitalizations,10-07-23,50_64,6.3,1.6,2.8,3.9,2.2,0,0,0,0,0,31672,125732,247019,2,2,7,50,64
Hospitalizations,15-10-22,0_4,4.9,0,0,0,0,0,0,0,0,0,162642,0,0,8,0,0,0,4
Deaths,25-12-21,1_12,0,0,0,0,0,0,0,0,0,0,55052,108573,799,0,0,0,12,17
Deaths,03-05-22,1_12,0,0,0,0,0,0,0,0,0,0,39213,95932,27517,0,0,0,12,17
Cases,22-05-21,18_29,138.4,9.3,0,14.9,0,0,0,0,0,0,254347,182708,0,352,17,0,18,29
Cases,24-07-21,18_29,116.2,41.7,0,2.8,0,0,0,0,0,0,215115,275913,0,250,115,0,18,29
Hospitalizations,28-10-23,1_12,0,1.2,0,0,0,0,0,0,0,0,31598,86545,44641,0,1,0,12,17
Cases,09-10-22,5_11,117.5,124.2,118.7,0.9,1,0,0,0,0,0,95349,82126,17689,112,102,21,5,11
Hospitalizations,03-11-23,All,9,3.7,7.2,2.4,1.2,12.7,5.4,4.9,2.3,2.6,543537,858035,1040472,49,32,75,999,999
Deaths,21-01-23,5_11,0,0,0,0,0,0,0,0,0,0,92044,81778,21171,0,0,0,5,11
Deaths,09-03-22,50_64,0,0.8,0.4,0,0,0,0,0,0,0,40251,125600,245831,0,1,1,50,64
Cases,23-07-22,50_64,547.6,196.2,278.9,2.8,2,0,0,0,0,0,41269,128418,242018,226,252,675,50,64
Deaths,25-06-22,18_29,0,0,0,0,0,0,0,0,0,0,94060,214919,155323,0,0,0,18,29
Cases,06-10-23,50_64,36.6,6.4,13.4,5.7,2.7,0,0,0,0,0,32808,125744,246916,12,8,33,50,64
Cases,21-05-22,0_4,220.7,0,0,0,0,0,0,0,0,0,162642,0,0,359,0,0,0,4
Deaths,20-05-23,1_12,0,0,0,0,0,0,0,0,0,0,32543,86583,44578,0,0,0,12,17
Hospitalizations,24-07-21,All,6.3,1.1,0,5.7,0,8.3,0.8,0,9.7,0,1165954,1383641,0,73,15,0,999,999
Deaths,03-04-23,1_12,0,0,0,0,0,0,0,0,0,0,33129,86403,44558,0,0,0,12,17
Deaths,17-09-22,All,0.3,0,0.3,0,1,0.5,0,0.2,0,2.5,599179,840837,1035714,2,0,3,999,999
Cases,19-08-23,65_79,53.6,50.7,61.7,1.1,0.9,0,0,0,0,0,39214,43417,171752,21,22,106,65,79
Deaths,24-07-21,All,0.7,0,0,0,0,1.1,0,0,0,0,1165954,1383641,0,8,0,0,999,999
Hospitalizations,28-10-23,50_64,13,2.4,3.2,5.4,4.1,0,0,0,0,0,30857,125795,247425,4,3,8,50,64
Cases,07-09-22,80+,117.3,248.2,219.4,0.5,0.5,0,0,0,0,0,26425,12088,46042,31,30,101,80,200
Deaths,09-10-22,80+,15.3,8.8,2.1,1.7,7.3,0,0,0,0,0,26174,11409,46990,4,1,1,80,200
Cases,05-08-21,65_79,118.8,13.1,0,9.1,0,0,0,0,0,0,84155,160587,0,100,21,0,65,79
Hospitalizations,26-11-22,50_64,30.5,5.6,8.5,5.4,3.6,0,0,0,0,0,36067,125335,246724,11,7,21,50,64
Cases,18-12-21,65_79,405.7,300.5,112.7,1.4,3.6,0,0,0,0,0,53484,94857,110903,217,285,125,65,79
Hospitalizations,11-06-21,18_29,8.6,0.6,0,14.3,0,0,0,0,0,0,162718,313731,10229,14,2,0,18,29
Cases,02-12-22,All,160.8,85.1,96.5,1.9,1.7,172,84.9,80.3,2,2.1,684647,914673,848563,1101,778,819,999,999
Deaths,10-01-22,50_64,0,0,0,0,0,0,0,0,0,0,39014,125154,246575,0,0,0,50,64
Deaths,03-04-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,01-08-22,80+,546.5,549,102.6,1,5.3,0,0,0,0,0,27814,19309,37045,152,106,38,80,200
Cases,17-06-23,All,12.9,5.5,10.8,2.3,1.2,12.8,6,9.2,2.1,1.4,533523,860344,1040706,69,47,112,999,999
Cases,15-05-21,All,125.4,12.3,0,10.2,0,136.5,9.2,0,14.9,0,1387913,925369,0,1740,114,0,999,999
Hospitalizations,07-02-22,0_4,5.5,0,0,0,0,0,0,0,0,0,162642,0,0,9,0,0,0,4
Deaths,06-10-23,80+,0,0,0,0,0,0,0,0,0,0,24522,11383,47130,0,0,0,80,200
Cases,21-05-22,30_49,339.9,193.9,443.1,1.8,0.8,0,0,0,0,0,129750,284685,334000,441,552,1480,30,49
Cases,18-09-21,0_4,75,0,0,0,0,0,0,0,0,0,162642,0,0,122,0,0,0,4
Deaths,09-02-23,1_12,0,0,0,0,0,0,0,0,0,0,31774,86575,44595,0,0,0,12,17
Hospitalizations,24-04-21,18_29,9.3,1.2,0,7.8,0,0,0,0,0,0,301150,85550,0,28,1,0,18,29
Deaths,29-01-22,1_12,0,0,0,0,0,0,0,0,0,0,44003,100652,13613,0,0,0,12,17
Deaths,09-04-21,All,2.5,0.5,0,5,0,3.5,0.4,0,9.8,0,1059836,1462025,0,27,7,0,999,999
Hospitalizations,21-10-23,50_64,9.6,4,4,2.4,2.4,0,0,0,0,0,31095,125782,247254,3,5,10,50,64
Hospitalizations,13-11-21,1_12,6.5,0,0,0,0,0,0,0,0,0,61336,102949,0,4,0,0,12,17
Hospitalizations,18-03-23,All,5.3,2.6,5.1,2,1,7,3.6,3.5,2,2,542688,858373,1040492,29,22,53,999,999
Hospitalizations,23-07-22,1_12,0,2.2,0,0,0,0,0,0,0,0,36073,90284,39015,0,2,0,12,17
Hospitalizations,25-09-21,50_64,37.1,2.4,0,15.5,0,0,0,0,0,0,80946,328443,0,30,8,0,50,64
Cases,21-01-23,80+,92.9,123.1,144.3,0.8,0.6,0,0,0,0,0,24751,11374,47117,23,14,68,80,200
Cases,03-11-23,18_29,121.4,38.4,51.3,3.2,2.4,0,0,0,0,0,76587,213618,161667,93,82,83,18,29
Hospitalizations,25-03-23,18_29,2.6,0.9,1.2,2.9,2.2,0,0,0,0,0,76243,213785,161673,2,2,2,18,29
Deaths,19-08-23,All,0,0.1,0.2,0,0,0,0.3,0.1,0,0,528293,860304,1040794,0,1,2,999,999
Hospitalizations,20-11-21,50_64,69.6,5.7,0,12.2,0,0,0,0,0,0,67514,297169,49704,47,17,0,50,64
Deaths,17-04-21,1_12,0,0,0,0,0,0,0,0,0,0,175134,0,0,0,0,0,12,17
Deaths,22-10-22,50_64,0,0.8,0,0,0,0,0,0,0,0,37697,125220,246635,0,1,0,50,64
Deaths,26-03-22,50_64,2.2,0,0,0,0,0,0,0,0,0,45447,140025,225645,1,0,0,50,64
Deaths,25-03-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Deaths,19-02-22,5_11,0,0,0,0,0,0,0,0,0,0,107897,74396,0,0,0,0,5,11
Deaths,15-01-22,80+,119.2,158.4,26.2,0.8,4.5,0,0,0,0,0,27679,18306,38129,33,29,10,80,200
Deaths,04-01-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Deaths,29-05-21,30_49,1.3,0,0,0,0,0,0,0,0,0,314424,398788,0,4,0,0,30,49
Cases,12-02-23,30_49,118.6,42.6,53.2,2.8,2.2,0,0,0,0,0,99511,279418,349413,118,119,186,30,49
Hospitalizations,24-06-23,5_11,0,0,0,0,0,0,0,0,0,0,90346,82675,21251,0,0,0,5,11
Hospitalizations,14-01-23,50_64,37.7,10.4,7.7,3.6,4.9,0,0,0,0,0,34510,125451,246827,13,13,19,50,64
Hospitalizations,17-12-22,30_49,14.9,3.6,4,4.1,3.7,0,0,0,0,0,113869,277097,347151,17,10,14,30,49
Cases,07-01-23,65_79,25.4,2.3,14,11,1.8,0,0,0,0,0,39376,43427,171741,10,1,24,65,79
Deaths,14-01-23,0_4,0.6,0,0,0,0,0,0,0,0,0,162642,0,0,1,0,0,0,4
Deaths,02-12-22,50_64,6.3,3.9,1,1.6,6.3,0,0,0,0,0,47848,152527,208125,3,6,2,50,64
Cases,10-09-21,30_49,185.9,61.4,0,3,0,0,0,0,0,0,214640,537114,0,399,330,0,30,49
Hospitalizations,11-04-23,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,23-09-23,65_79,30.7,16.1,10.5,1.9,2.9,0,0,0,0,0,39028,43414,171758,12,7,18,65,79
Cases,11-11-23,30_49,73.3,30.1,42.4,2.4,1.7,0,0,0,0,0,100910,279296,348677,74,84,148,30,49
Hospitalizations,30-10-21,1_12,1.6,0,0,0,0,0,0,0,0,0,64181,100542,0,1,0,0,12,17
Cases,30-09-23,1_12,37.9,6.9,24.7,5.5,1.5,0,0,0,0,0,31687,86573,44598,12,6,11,12,17
Cases,15-04-23,0_4,35.7,3.1,0,11.5,0,0,0,0,0,0,162642,0,0,58,5,0,0,4
Cases,01-08-22,0_4,1359.4,0,0,0,0,0,0,0,0,0,162642,0,0,2211,0,0,0,4
Cases,15-04-23,80+,77.2,96.6,129.4,0.8,0.6,0,0,0,0,0,24612,11385,47126,19,11,61,80,200
Hospitalizations,02-04-23,65_79,22.4,20.7,12.8,1.1,1.8,0,0,0,0,0,40248,43385,171692,9,9,22,65,79
Hospitalizations,28-08-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Cases,21-10-23,All,44.5,20.2,35,2.2,1.3,52.9,21.3,29.3,2.5,1.8,517086,861860,1042471,230,174,365,999,999
Hospitalizations,20-05-23,1_12,0,0,0,0,0,0,0,0,0,0,32543,86583,44578,0,0,0,12,17
Deaths,20-11-21,80+,13.8,19,5.4,0.7,2.6,0,0,0,0,0,29022,36868,18401,4,7,1,80,200
Cases,04-10-21,5_11,149.2,0,0,0,0,0,0,0,0,0,210448,0,0,314,0,0,5,11
Hospitalizations,30-10-21,65_79,27.1,8.3,0,3.3,0,0,0,0,0,0,59028,168312,32952,16,14,0,65,79
Cases,02-04-23,50_64,207.8,62.9,83.5,3.3,2.5,0,0,0,0,0,34169,125516,246849,71,79,206,50,64
Deaths,30-04-22,80+,3.7,7.5,0,0.5,0,0,0,0,0,0,26860,13328,44158,1,1,0,80,200
Deaths,07-01-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Deaths,24-09-22,50_64,0,0,0,0,0,0,0,0,0,0,39417,125139,246539,0,0,0,50,64
Hospitalizations,15-01-22,1_12,16.6,1.9,0,8.7,0,0,0,0,0,0,48295,106637,5029,8,2,0,12,17
Hospitalizations,29-07-23,65_79,5.1,0,4.1,0,1.2,0,0,0,0,0,39287,43420,171749,2,0,7,65,79
Deaths,02-04-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,18-09-21,80+,38.6,13.2,0,2.9,0,0,0,0,0,0,31106,52895,0,12,7,0,80,200
Hospitalizations,23-10-21,80+,13.3,14.6,0,0.9,0,0,0,0,0,0,30106,47937,6673,4,7,0,80,200
Deaths,11-04-23,5_11,0,0,0,0,0,0,0,0,0,0,88776,82330,21744,0,0,0,5,11
Cases,23-04-22,0_4,127.9,0,0,0,0,0,0,0,0,0,162642,0,0,208,0,0,0,4
Hospitalizations,15-04-23,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,24-07-21,80+,15.3,7.7,0,2,0,0,0,0,0,0,32759,52117,0,5,4,0,80,200
Deaths,22-10-22,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,29-04-23,All,3.7,2.1,3.2,1.8,1.2,5.7,3,2.3,1.9,2.5,538163,860165,1040623,20,18,33,999,999
Cases,16-10-21,5_11,109.3,0,0,0,0,0,0,0,0,0,210448,0,0,230,0,0,5,11
Deaths,11-05-22,30_49,0,0.4,0,0,0,0,0,0,0,0,117430,276538,347053,0,1,0,30,49
Hospitalizations,18-02-23,65_79,17.4,18.4,16.3,0.9,1.1,0,0,0,0,0,40129,43398,171695,7,8,28,65,79
Hospitalizations,10-01-22,0_4,3.7,0,0,0,0,0,0,0,0,0,162642,0,0,6,0,0,0,4
